Account Name,Activity Date,Activity ID,Activity Name,Calculation1,FTEs,Hours this week,Covid Work,Datasource Filter,Hours last week,Manager ID,Manager,Name,Number of Records,Presales Activity Detail,Presales Activity Type,Time to Complete
Velit Inc.,1/9/2020,F7409EA8-6AB4-211F-D1B9-8241246178CA,"egestas a, dui. Cras pellentesque.",1.5,0.011413043,,No,Yes,,237003 2621,Kelly C. Monroe,Lane C. Blanchard,1,Analytics,Customer Success,1.5
Suscipit Nonummy Fusce LLC,2/10/2020,C1D8D7C3-9E36-AA9D-F84B-62713C37FD9D,"non magna. Nam ligula elit,",3.5,0.038043478,,No,Yes,,266377 8526,Mara Y. Mann,Ulla Q. Carr,1,Analytics,Customer Success,5
Nonummy Industries,1/30/2020,B3C7A668-2D64-D824-7592-B1CF7DB68AC8,"Covid gravida sit amet, dapibus id,",2,0.015217391,,Yes,Yes,,158388 4414,Neil K. Sherman,Jaquelyn X. Frost,1,General Help,Customer Success,2
Fermentum Foundation,1/30/2020,C40A1DE6-B74F-B2CA-EA5B-1A475CF5CA03,justo nec ante. Maecenas mi,4.5,0.045652174,,No,Yes,,414268 9431,Gareth I. Gardner,Carl B. Hodges,1,Training,Customer Success,6
Tempor Arcu Consulting,3/5/2020,89831779-AE67-3D6D-8CD6-11FABC6FBB09,"leo. Morbi neque tellus, imperdiet",6.5,0.060869565,,No,Yes,,833045 1637,Wesley J. Hunt,Constance E. Bruce,1,Analytics,Customer Success,8
Nunc Laoreet Limited,3/31/2020,B85D4FB7-AF53-D275-4E03-B24B8FDE6D10,Covid eros. Nam consequat dolor vitae,5.5,0.053260870,7,Yes,Yes,,952713 4275,James Z. Garrett,Darrel F. Hancock,1,Advanced Analysis,Customer Success,7
Curabitur Corp.,1/21/2020,ABDBB0E8-1B98-690B-38AB-0E0D08317533,Covid semper tellus id nunc interdum,3.5,0.026630435,,Yes,Yes,,976917 4252,Zorita A. Byers,Susan T. Warren,1,Analytics,Customer Success,3.5
Tristique Limited,3/17/2020,3EE8368D-DDD8-98D3-7BF3-6A13DC3A4A70,Covid tempor arcu. Vestibulum ut eros,4.5,0.045652174,,Yes,Yes,,955286 7120,Mara Y. Mann,Ulla Q. Carr,1,General Help,Customer Success,6
Cras Vulputate Associates,3/27/2020,9383C658-236C-F5B1-9F02-FBD448FBF3A9,consectetuer ipsum nunc id enim.,4,0.030434783,,No,Yes,4,649657 3319,Sage X. Holland,Noble S. Patton,1,Data Support,Customer Success,4
Ipsum Consulting,1/30/2020,E239B022-9C27-C8F2-3677-4A8A18A40C13,"Covid sapien, gravida non, sollicitudin a,",4.5,0.045652174,,Yes,Yes,,879256 2376,Neil K. Sherman,Aphrodite E. Bishop,1,General Help,Customer Success,6
Fusce Institute,2/12/2020,153E80A7-D809-32A0-BFA4-F7931BB3B5C1,Suspendisse non leo. Vivamus nibh,6.5,0.060869565,,No,Yes,,085988 1476,May R. Henderson,Naida S. Peterson,1,Training,Customer Success,8
Eu Nulla LLC,2/10/2020,AD61F5E4-7F7F-F66B-C8B2-F9F752A3E050,ante dictum cursus. Nunc mauris,3.5,0.038043478,,No,Yes,,966753 7287,Mara Y. Mann,Ulla Q. Carr,1,Analytics,Customer Success,5
A Facilisis LLP,3/10/2020,4216790E-3874-DA14-366D-D972D04E4F84,arcu. Vivamus sit amet risus.,1,0.007608696,,No,Yes,,338162 4885,James Z. Garrett,Reed B. Spence,1,Analytics,Customer Success,1
Vitae Velit Egestas LLC,3/2/2020,F0A749BF-0774-73ED-450F-C9E3133BF433,lorem tristique aliquet. Phasellus fermentum,5.5,0.053260870,,No,Yes,,896174 7386,James Z. Garrett,Darrel F. Hancock,1,Analytics,Customer Success,7
Rutrum Inc.,1/31/2020,1545E687-BA90-FD18-FAB5-B22A68DFC398,"enim. Sed nulla ante, iaculis",5.5,0.053260870,,No,Yes,,516602 8539,Hadley J. Noel,Dennis A. Schultz,1,Training,Customer Success,7
Non Ante Bibendum Corp.,3/13/2020,3544E4D5-E319-7965-F59F-8B627143931B,Covid sagittis placerat. Cras dictum ultricies,4,0.030434783,,Yes,Yes,,054989 3238,Buffy Y. Flynn,Georgia Q. Payne,1,Data Support,Customer Success,4
Suscipit Nonummy Fusce LLC,2/12/2020,E890A108-0392-A81D-9ECE-4349715DA08A,Nullam lobortis quam a felis,5,0.049456522,,No,Yes,,263073 1962,Mara Y. Mann,Ulla Q. Carr,1,Analytics,Customer Success,6.5
Ipsum Porta Corp.,1/16/2020,B98328EE-E633-5B66-ACE3-48D0CAC29558,turpis egestas. Fusce aliquet magna,7,0.064673913,,No,Yes,,985765 9131,Coby G. Mckay,Nayda R. Dale,1,Advanced Analysis,Customer Success,8.5
Fringilla Mi Corp.,3/11/2020,CCF5ECDE-2384-DD21-E2E6-6E42FA522F6E,"nibh. Aliquam ornare, libero at",5.5,0.053260870,,No,Yes,,079512 1649,Mikayla K. Moore,Delilah A. Randolph,1,Analytics,Customer Success,7
Lectus Nullam Inc.,2/26/2020,EE1AF28C-72FE-BA7E-8511-4AEC05E73B5B,"parturient montes, nascetur ridiculus mus.",3,0.022826087,,No,Yes,,987622 8660,Mara Y. Mann,Ulla Q. Carr,1,General Help,Customer Success,3
Ante Ltd,1/9/2020,D8656034-41A7-2CB9-A295-FB7172F14890,egestas ligula. Nullam feugiat placerat,2,0.015217391,,No,Yes,,656624 9592,Dolan X. Russo,Stacy E. Espinoza,1,Training,Customer Success,2
Lobortis Mauris Corporation,3/19/2020,89D8C4ED-ED73-2545-D0D9-20E4E8E40D0A,vitae diam. Proin dolor. Nulla,1,0.007608696,,No,Yes,,099829 9879,Luke D. Tyson,Keegan B. Terry,1,General Help,Customer Success,1
Odio Corp.,3/26/2020,60B5311E-EE56-7E07-6E46-901B23623CD7,"placerat, orci lacus vestibulum lorem,",2.5,0.019021739,,No,Yes,2.5,606275 4673,Zorita A. Byers,Jerome X. Wynn,1,Training,Customer Success,2.5
Arcu Et Associates,2/10/2020,D14A4D14-1D2B-8105-12FD-16510AD94B67,nunc id enim. Curabitur massa.,3.5,0.038043478,,No,Yes,,214679 3670,Zorita A. Byers,Unity K. Singleton,1,General Help,Customer Success,5
Urna Industries,2/5/2020,8E6CBD15-54D0-90DC-7E28-6A861BB5945D,fringilla purus mauris a nunc.,1,0.007608696,,No,Yes,,318137 7841,James Z. Garrett,Darrel F. Hancock,1,Advanced Analysis,Customer Success,1
Eu Dui Foundation,3/12/2020,0806950C-C7FA-1409-340B-FB1B94817647,vitae odio sagittis semper. Nam,2,0.015217391,,No,Yes,,494512 2978,Lael W. Moore,Mollie Q. Morgan,1,General Help,Customer Success,2
Ut PC,1/24/2020,C3F34273-E140-5268-A0C3-DA3AD0F195E8,Donec sollicitudin adipiscing ligula. Aenean,5.5,0.053260870,,No,Yes,,105877 4421,Rina Y. Ellison,Kirestin H. Molina,1,Analytics,Customer Success,7
Tellus Sem Incorporated,3/16/2020,366BB26A-E4CB-3600-D907-931210586D38,"auctor quis, tristique ac, eleifend",1,0.007608696,,No,Yes,,849368 7969,Ori I. Patrick,Lenore V. Delaney,1,General Help,Customer Success,1
Nulla Integer Vulputate Institute,2/28/2020,407D77AC-D6C9-B1A1-9701-1C22EBE6F65B,"Covid at auctor ullamcorper, nisl arcu",3.5,0.038043478,,Yes,Yes,,713269 3552,Kyra C. Burnett,Solomon F. Hansen,1,Training,Customer Success,5
Hendrerit Institute,3/5/2020,F4650C0F-BA5E-65B2-27EF-B8E624E07F2E,"Covid Aliquam ornare, libero at auctor",6,0.057065217,,Yes,Yes,,064610 6922,Kelly C. Monroe,Grace A. Norman,1,Analytics,Customer Success,7.5
Diam Duis Industries,2/3/2020,29DDDB00-BE86-A663-7584-67A3327A9381,"tempus non, lacinia at, iaculis",2,0.015217391,,No,Yes,,779126 7052,Elliott C. Ortiz,Zenaida X. Sullivan,1,Analytics,Customer Success,2
Vulputate Posuere PC,3/11/2020,AF81D48E-3CF1-07F3-6D89-EBB7E895430C,amet massa. Quisque porttitor eros,2,0.015217391,,No,Yes,,812526 3171,Luke D. Tyson,Aaron G. Foley,1,Data Support,Customer Success,2
Enim LLP,1/21/2020,E1347C9A-C7A5-D0E2-022A-A43DABD9F194,enim. Etiam imperdiet dictum magna.,7.5,0.068478261,,No,Yes,,502702 0352,Noel W. Tillman,Lucian K. Mcdonald,1,Analytics,Customer Success,9
Hendrerit Institute,1/23/2020,F572912C-AFDA-7D47-7003-5FC34024DE11,arcu. Nunc mauris. Morbi non,4,0.030434783,,No,Yes,,565218 2220,Karen K. Cote,Davis X. Gallegos,1,Analytics,Customer Success,4
Aenean Sed Limited,3/18/2020,6C007C57-AB38-70D2-CD65-6E0B36397216,lacus. Ut nec urna et,5,0.049456522,,No,Yes,,779107 3583,Kaden A. Chase,Stephanie U. Perry,1,General Help,Customer Success,6.5
Interdum Nunc Industries,1/16/2020,20517609-88C8-99B7-EB64-217F45BCB864,"Covid enim mi tempor lorem, eget",3.5,0.038043478,,Yes,Yes,,077773 5887,Murphy J. Hickman,Conan O. Dunlap,1,Analytics,Customer Success,5
Diam Duis Inc.,3/11/2020,6F9397BA-B8C3-1E47-CA55-84CB012B3DAF,"dapibus id, blandit at, nisi.",4,0.041847826,,No,Yes,,778577 6654,Coby G. Mckay,Nayda R. Dale,1,General Help,Customer Success,5.5
Mauris A Nunc Institute,3/18/2020,9D7CCEB2-7506-CC8B-5738-2A7A405F2B9D,Covid quam vel sapien imperdiet ornare.,3.5,0.026630435,,Yes,Yes,,065949 1880,Neil K. Sherman,Hyacinth N. Rosales,1,Analytics,Customer Success,3.5
Proin Vel Industries,2/5/2020,E9EC1712-11BD-72EC-CA5C-C4842A789648,Integer aliquam adipiscing lacus. Ut,7.5,0.068478261,,No,Yes,,684830 5444,Luke D. Tyson,Elmo K. Shields,1,Analytics,Customer Success,9
Netus Institute,3/4/2020,EDB9F162-0391-C181-C0FB-1A0DACBA28DB,Covid tempor augue ac ipsum. Phasellus,4,0.030434783,,Yes,Yes,,395995 4359,Elliott C. Ortiz,Yuli L. Santana,1,General Help,Customer Success,4
Ipsum Ac Company,2/13/2020,156CDC4B-6710-D993-7D8E-19B6BE2F9F0D,Covid Proin sed turpis nec mauris,3,0.034239130,,Yes,Yes,,139189 8788,Luke D. Tyson,Jeremy F. Nash,1,Analytics,Customer Success,4.5
Odio Aliquam LLP,3/27/2020,4D5D4CEA-8A9E-8C3B-7EB9-0F0993927E8F,"mattis semper, dui lectus rutrum",8.5,0.076086957,,No,Yes,10,596232 3712,Buffy Y. Flynn,Brock K. Ramsey,1,Training,Customer Success,10
Semper Pretium Neque LLP,3/16/2020,C0F791F9-7F8F-9DCC-2C2D-283BCAEA16EB,Covid Ut tincidunt vehicula risus. Nulla,7.5,0.068478261,,Yes,Yes,,865693 7060,Elliott C. Ortiz,Nathaniel K. Burton,1,Analytics,Customer Success,9
Ante Maecenas Consulting,3/18/2020,2D6542CB-8969-CC3D-9B75-E79F17156617,Covid dictum augue malesuada malesuada. Integer,8.5,0.076086957,,Yes,Yes,,572268 3389,Hashim E. Delacruz,Garrison Y. Hahn,1,General Help,Customer Success,10
Nunc Laoreet Limited,3/17/2020,17634BBB-F917-EA57-85E5-EBAC7D108AA3,luctus et ultrices posuere cubilia,6.5,0.060869565,,No,Yes,,589482 8275,James Z. Garrett,Darrel F. Hancock,1,General Help,Customer Success,8
Id Enim Industries,1/28/2020,6EB3D006-53BA-B734-4CCC-5B5F06C4026D,Covid et netus et malesuada fames,4,0.041847826,,Yes,Yes,,243859 7730,Benjamin H. Contreras,Rudyard E. Finch,1,Analytics,Customer Success,5.5
Tellus Eu Ltd,1/14/2020,44493F65-6E41-AA70-B345-4834D06BFB7A,nisi magna sed dui. Fusce,7.5,0.068478261,,No,Yes,,082527 9300,Karen K. Cote,Davis X. Gallegos,1,Advanced Analysis,Customer Success,9
A Incorporated,1/9/2020,9FDF3778-6EE6-F68C-2752-FCE6E689CD38,"ultrices, mauris ipsum porta elit,",3,0.034239130,,No,Yes,,782163 9031,Dolan X. Russo,Stacy E. Espinoza,1,Analytics,Customer Success,4.5
Nunc Institute,3/27/2020,2D4B8DA5-3FB9-AC1A-E39E-46864D541336,Covid consequat dolor vitae dolor. Donec,2.5,0.019021739,,Yes,Yes,2.5,479381 6358,Ina E. Cochran,Cole J. Wilkinson,1,General Help,Customer Success,2.5
Vitae Limited,3/9/2020,2D3505BE-F325-A294-C725-B4C81B04AB30,"ut, pellentesque eget, dictum placerat,",9,0.079891304,,No,Yes,,416780 4097,Neil K. Sherman,Aphrodite E. Bishop,1,General Help,Customer Success,10.5
Odio Aliquam LLP,3/19/2020,252B2260-556A-2D20-B0F6-48890059406F,eu tempor erat neque non,8.5,0.076086957,,No,Yes,,845378 5308,Buffy Y. Flynn,Brock K. Ramsey,1,Training,Customer Success,10
Tempor Arcu Consulting,3/5/2020,D9B4DB41-6FF6-46F1-5081-46D96E488285,sagittis semper. Nam tempor diam,1.5,0.011413043,,No,Yes,,317533 6431,Wesley J. Hunt,Constance E. Bruce,1,Training,Customer Success,1.5
Neque Ltd,1/24/2020,01D32AAD-32F8-86BC-DF2A-7DC2EAC77EEE,mollis. Duis sit amet diam,4,0.030434783,,No,Yes,,946271 5856,Tyrone Z. Pollard,Britanni M. Henry,1,Data Support,Customer Success,4
A Facilisis Inc.,2/28/2020,C386A8DA-316A-91E4-87FD-89933BA584E9,"rhoncus. Nullam velit dui, semper",7,0.064673913,,No,Yes,,457269 0503,Neil K. Sherman,Jaquelyn X. Frost,1,General Help,Customer Success,8.5
In Scelerisque Consulting,1/31/2020,CEBDAADB-65A5-83F0-1261-552C09FBDC77,"Covid nec, eleifend non, dapibus rutrum,",2,0.015217391,,Yes,Yes,,535862 1653,Buffy Y. Flynn,Kelsey H. Daniel,1,General Help,Customer Success,2
Morbi Tristique Senectus Institute,2/6/2020,22798C97-95A0-5731-E9CB-8EBA14865705,morbi tristique senectus et netus,8,0.072282609,,No,Yes,,257465 6407,Holly P. Cameron,Maxwell O. Dickson,1,Training,Customer Success,9.5
Consectetuer Company,1/9/2020,758DABAD-361A-8E9A-300C-23A1546BA213,"Covid pellentesque, tellus sem mollis dui,",8,0.072282609,,Yes,Yes,,366043 6357,August K. Schroeder,Jaime Y. Butler,1,Data Support,Customer Success,9.5
Metus In Ltd,2/5/2020,C7D10C1A-005E-9861-F725-6170D05BB390,"nec, malesuada ut, sem. Nulla",1.5,0.011413043,,No,Yes,,274816 8727,Elliott C. Ortiz,Winifred I. Pope,1,Analytics,Customer Success,1.5
Penatibus Inc.,2/5/2020,634E0069-E41B-7BA6-AE1D-6810D980B4D3,eu erat semper rutrum. Fusce,3.5,0.038043478,,No,Yes,,216605 8723,Luke D. Tyson,Elmo K. Shields,1,Analytics,Customer Success,5
At Associates,2/11/2020,BC955D02-0CD2-41B1-CE0C-646B36C9D7AC,Covid magna nec quam. Curabitur vel,8.5,0.076086957,,Yes,Yes,,738391 8674,Holly P. Cameron,Maxwell O. Dickson,1,Advanced Analysis,Customer Success,10
Ipsum Ac Company,2/28/2020,F0783083-E74E-C64A-3F80-77C4F2F7AF9D,hendrerit. Donec porttitor tellus non,7.5,0.068478261,,No,Yes,,149310 3665,Luke D. Tyson,Audra X. Alford,1,General Help,Customer Success,9
Est Nunc Laoreet LLC,2/20/2020,9BCC792E-2714-648F-6FC8-3B1C558AEA2F,"non leo. Vivamus nibh dolor,",5,0.049456522,,No,Yes,,429478 0665,Lael W. Moore,Mollie Q. Morgan,1,General Help,Customer Success,6.5
Feugiat Corporation,3/12/2020,08BBAFFC-DAA5-CA25-5129-1A6F9FD2BA74,Covid nisi magna sed dui. Fusce,7,0.064673913,,Yes,Yes,,296176 9516,Malcolm L. Greer,Charissa M. Lowery,1,General Help,Customer Success,8.5
Morbi Non Corp.,3/30/2020,D3A323BC-4E83-0AA6-D5CC-652599A2FEDB,eu erat semper rutrum. Fusce,7.5,0.068478261,9,No,Yes,,947861 6809,Buffy Y. Flynn,Brock K. Ramsey,1,Advanced Analysis,Customer Success,9
Libero Proin Institute,1/28/2020,E4654951-DAED-B214-2D9C-37CCA540E407,Covid Nulla eu neque pellentesque massa,3,0.022826087,,Yes,Yes,,298596 0661,Elliott C. Ortiz,Yuli L. Santana,1,General Help,Customer Success,3
Ante Maecenas Mi Associates,1/24/2020,61E6A7D0-5FCC-65ED-94DC-2C99201F90B6,diam. Proin dolor. Nulla semper,1,0.007608696,,No,Yes,,056957 6663,James Z. Garrett,Reed B. Spence,1,Data Support,Customer Success,1
Ante Maecenas Consulting,1/13/2020,6BF9C1DE-86D2-46C8-4DB8-BB26620A3F7B,Covid vulputate mauris sagittis placerat. Cras,3,0.022826087,,Yes,Yes,,852185 3864,Holly P. Cameron,Dale C. Holmes,1,Data Support,Customer Success,3
Dictum Cursus Nunc Inc.,3/27/2020,7B5F2376-3A35-872E-29BD-F6ECD98B6502,"lorem. Donec elementum, lorem ut",9,0.079891304,,No,Yes,10.5,948892 1090,Gareth I. Gardner,Basil N. Hicks,1,Analytics,Customer Success,10.5
Aenean Sed Limited,1/16/2020,AC00D649-350F-72D3-5B25-2DC8874F63E1,in sodales elit erat vitae,6.5,0.060869565,,No,Yes,,048657 3728,Kaden A. Chase,Walter F. Gill,1,Analytics,Customer Success,8
Nascetur Associates,1/13/2020,5B856F1C-5FA3-FAD5-E205-EA3374084A0C,"porttitor vulputate, posuere vulputate, lacus.",7,0.064673913,,No,Yes,,053623 6714,Cherokee A. Oneal,Iris T. Rios,1,Analytics,Customer Success,8.5
Aenean Sed Limited,3/9/2020,AC50CB15-E1CD-4A0A-9D8F-1073432EE388,purus ac tellus. Suspendisse sed,6.5,0.060869565,,No,Yes,,044875 0802,Kaden A. Chase,Stephanie U. Perry,1,Training,Customer Success,8
Dictum Inc.,3/31/2020,FFC1E0D8-50AE-79B7-6AFA-27966BAED5D7,Covid gravida. Praesent eu nulla at,3,0.022826087,3,Yes,Yes,,815585 6332,Hashim E. Delacruz,Selma C. Mccullough,1,Analytics,Customer Success,3
Dictum Mi Institute,1/8/2020,013A6B52-7E19-DF9E-9887-3EE83F2D1BDB,"dui quis accumsan convallis, ante",7,0.064673913,,No,Yes,,999674 1097,Leonard C. Ingram,Harriet K. Lopez,1,General Help,Customer Success,8.5
Enim Industries,1/14/2020,F438E798-A513-FFEB-46F0-4DAECD19A634,"Covid fermentum vel, mauris. Integer sem",3.5,0.038043478,,Yes,Yes,,387994 4845,James Z. Garrett,Roanna B. Langley,1,Training,Customer Success,5
Erat Eget Tincidunt Company,3/31/2020,2925834E-68EF-1668-A2D6-63355C08A09A,"mauris elit, dictum eu, eleifend",4.5,0.045652174,6,No,Yes,,785392 6405,Rina Y. Ellison,Brennan G. Mcneil,1,Training,Customer Success,6
Suspendisse Sed Ltd,2/14/2020,4EAB1545-56B5-5D9E-D3E6-C120D92C0321,"Nunc mauris elit, dictum eu,",8,0.072282609,,No,Yes,,558060 5888,Ina E. Cochran,Kasper R. Marshall,1,Analytics,Customer Success,9.5
Vehicula Inc.,2/14/2020,A6B664F2-E781-BBD9-67DA-8EEBF19A1D34,Donec tincidunt. Donec vitae erat,4,0.030434783,,No,Yes,,409662 8013,Nomlanga C. Tate,Beatrice M. Hickman,1,General Help,Customer Success,4
Neque Nullam Nisl Ltd,3/9/2020,274D229B-8DAA-8335-633E-13C3125435DF,"Phasellus dolor elit, pellentesque a,",3,0.022826087,,No,Yes,,382706 2336,Gareth I. Gardner,Pamela I. Barnett,1,Advanced Analysis,Customer Success,3
Nisi Nibh Ltd,2/28/2020,FD9BCABC-1AA3-6B44-384E-C0943A1F3B20,"ipsum leo elementum sem, vitae",4.5,0.045652174,,No,Yes,,642825 8484,James Z. Garrett,Roanna B. Langley,1,Training,Customer Success,6
Odio Corp.,3/30/2020,6D7EC478-084B-97CE-DE32-EDC35D5584BA,sagittis placerat. Cras dictum ultricies,7.5,0.068478261,9,No,Yes,,642761 9744,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,9
Semper Pretium Neque LLP,3/3/2020,E60C2D11-8A02-0E99-6301-7BA257884E62,"pede sagittis augue, eu tempor",1,0.007608696,,No,Yes,,518832 8560,Elliott C. Ortiz,Nathaniel K. Burton,1,Advanced Analysis,Customer Success,1
Feugiat Corporation,3/12/2020,A443B5C1-6FB8-A816-8C0A-023866494142,"ullamcorper, velit in aliquet lobortis,",4.5,0.045652174,,No,Yes,,187811 4162,Malcolm L. Greer,Charissa M. Lowery,1,Data Support,Customer Success,6
Lobortis Mauris Corporation,1/23/2020,A3371090-AF57-9692-BBF4-DE37FDA58A02,"Covid lacus. Quisque purus sapien, gravida",5.5,0.053260870,,Yes,Yes,,139969 5582,Luke D. Tyson,Keegan B. Terry,1,Advanced Analysis,Customer Success,7
Erat Eget Tincidunt Company,3/16/2020,01D45D18-E963-9053-D323-7FDEBAFD41D3,adipiscing lacus. Ut nec urna,4,0.030434783,,No,Yes,,484296 1080,Rina Y. Ellison,Brennan G. Mcneil,1,General Help,Customer Success,4
Donec Associates,3/18/2020,6874B87E-FB30-1359-AF8B-0A8A1F896692,sagittis lobortis mauris. Suspendisse aliquet,3.5,0.038043478,,No,Yes,,756301 8600,Elliott C. Ortiz,Nathaniel K. Burton,1,Analytics,Customer Success,5
Mollis Duis Sit LLC,2/27/2020,D2114E7E-4C19-0552-CBA2-A94BC25DF52F,Covid Aenean sed pede nec ante,1,0.007608696,,Yes,Yes,,392554 2775,James Z. Garrett,Reed B. Spence,1,Advanced Analysis,Customer Success,1
Sagittis Duis Inc.,1/23/2020,2894121C-BD11-6F1A-5009-1D2DD264354D,Covid augue malesuada malesuada. Integer id,5.5,0.053260870,,Yes,Yes,,245897 8018,Neil K. Sherman,Gregory M. Lamb,1,Analytics,Customer Success,7
Praesent Luctus LLP,3/9/2020,39D3CC7A-B4A1-ABDA-AF00-85BA3B87E124,"enim nisl elementum purus, accumsan",3,0.022826087,,No,Yes,,967132 4144,April F. David,Louis O. Ward,1,General Help,Customer Success,3
Tortor Integer Foundation,1/14/2020,8F4B6A94-BF4C-EC09-D58D-BB79C5741FA6,"laoreet ipsum. Curabitur consequat, lectus",6.5,0.060869565,,No,Yes,,007539 1763,Hadley J. Noel,Audrey M. Carey,1,Training,Customer Success,8
Sem Semper Consulting,1/22/2020,D2A587D9-659C-3AA4-2B5C-CE9478ADC708,Covid eu nibh vulputate mauris sagittis,3,0.022826087,,Yes,Yes,,734148 0320,Elliott C. Ortiz,Zenaida X. Sullivan,1,Data Support,Customer Success,3
Rutrum Inc.,1/17/2020,8FF29749-6623-6E90-5D52-68A2266E1CC1,"Covid iaculis, lacus pede sagittis augue,",7.5,0.068478261,,Yes,Yes,,698028 5917,Hadley J. Noel,Dennis A. Schultz,1,Advanced Analysis,Customer Success,9
Enim Institute,2/5/2020,DC7C9BB2-9EBF-D734-7D34-0C32E3CC4636,Covid eu enim. Etiam imperdiet dictum,4,0.030434783,,Yes,Yes,,969519 3996,Declan D. Puckett,Cheryl U. Perkins,1,Advanced Analysis,Customer Success,4
Placerat Cras Dictum Corp.,3/31/2020,B47DE4B4-ACC5-A262-0112-3C7D6BBC5D18,velit. Sed malesuada augue ut,7.5,0.068478261,9,No,Yes,,429287 3975,Zorita A. Byers,Jerome X. Wynn,1,Analytics,Customer Success,9
Sem Nulla LLC,1/29/2020,A93D58B2-8729-2859-EF54-4D44CB2FA186,"aliquam eu, accumsan sed, facilisis",1,0.007608696,,No,Yes,,508599 6667,April F. David,Illana D. Hewitt,1,Data Support,Customer Success,1
Purus Gravida Company,2/6/2020,1FADCC42-7561-564E-A917-947CBF7E5249,"eleifend nec, malesuada ut, sem.",6.5,0.060869565,,No,Yes,,048898 6068,Tasha V. Sellers,Anastasia J. Myers,1,General Help,Customer Success,8
Mauris Magna Corporation,1/22/2020,4BB5C32F-6369-5F6A-4BE8-674F8EA5CAB5,sit amet ante. Vivamus non,1.5,0.011413043,,No,Yes,,349843 5332,Libby C. Mclean,Indira X. Sears,1,General Help,Customer Success,1.5
Ante Maecenas Consulting,3/4/2020,5B1681BC-F9A0-1AA7-BD34-10F29057C3AA,ac turpis egestas. Fusce aliquet,6.5,0.060869565,,No,Yes,,234074 6185,Holly P. Cameron,Dale C. Holmes,1,General Help,Customer Success,8
Ut PC,1/27/2020,8A7D932D-F660-B6FA-226F-B36D8ECEE661,"Covid nonummy ultricies ornare, elit elit",7.5,0.068478261,,Yes,Yes,,749194 7474,Rina Y. Ellison,Kirestin H. Molina,1,Training,Customer Success,9
Sem Semper Consulting,1/22/2020,084EDB1B-9D1C-E9AF-FA46-B6A8C756B735,"Covid adipiscing elit. Etiam laoreet, libero",6,0.057065217,,Yes,Yes,,255188 8379,Elliott C. Ortiz,Zenaida X. Sullivan,1,Training,Customer Success,7.5
Rutrum Magna Cras Ltd,1/29/2020,ED692F0C-56D8-156A-F172-5B392DAA48C4,"pellentesque, tellus sem mollis dui,",3.5,0.038043478,,No,Yes,,948953 9115,Chelsea D. Stone,Gregory Y. Fletcher,1,Analytics,Customer Success,5
Rutrum Magna Cras Foundation,1/10/2020,0FC0BD73-03DC-C85A-F9BA-1D64D982EB58,Covid placerat. Cras dictum ultricies ligula.,1,0.007608696,,Yes,Yes,,458075 4457,Nomlanga C. Tate,Beatrice M. Hickman,1,Data Support,Customer Success,1
Orci Adipiscing Non Corporation,3/30/2020,78C668C0-2999-FEFD-952B-678A8E7ABDF6,lacus. Ut nec urna et,3.5,0.026630435,3.5,No,Yes,,589415 3104,Zorita A. Byers,Cora E. Lawson,1,Training,Customer Success,3.5
Orci Adipiscing Non Corporation,3/24/2020,9608C992-5B48-A719-8397-24C1B0E7D998,Curabitur ut odio vel est,7.5,0.068478261,,No,Yes,9,714833 1445,Zorita A. Byers,Cora E. Lawson,1,General Help,Customer Success,9
Donec Consectetuer Mauris Incorporated,2/26/2020,A14031BD-E2CB-E3D8-55DB-02DA9B809501,scelerisque neque sed sem egestas,3.5,0.026630435,,No,Yes,,586403 5315,Declan D. Puckett,Cheryl U. Perkins,1,Analytics,Customer Success,3.5
Faucibus Corporation,3/17/2020,E32B4767-4C2A-7A22-E113-F47E365DB3B6,Cum sociis natoque penatibus et,8,0.072282609,,No,Yes,,644103 0837,Mara Y. Mann,Ulla Q. Carr,1,Analytics,Customer Success,9.5
Sagittis Nullam Vitae PC,3/31/2020,A6891DD8-F6D2-B02B-B424-2D04743997A9,"rutrum urna, nec luctus felis",3,0.022826087,3,No,Yes,,799693 8739,Elliott C. Ortiz,Yuli L. Santana,1,Data Support,Customer Success,3
