Abbreviation,Profitable?,Profit Ratio,City,Column,Customer Name,Customer Segment,Discount,Number of Records,Order Date (copy),Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Row,Sales,Ship Date,Ship Mode,Shipping Cost,State (Extract),State,Unit Price,Zip Code
NJ,False,-75%,Hawthorne,10,Bradley Drucker,Small Business,0.05,1,1/11/2012,1/11/2012,33797,Not Specified,29,0.49,Furniture,Small Box,Eldon Image Series Black Desk Accessories,Office Furnishings,-103.78,East,4757,3,138.17,1/13/2012,Express Air,6.6,New Jersey,New Jersey,4.14,07506
TN,True,+13%,Lebanon,7,Andy Gerbode,Consumer,0.08,1,1/11/2012,1/11/2012,21830,Low,19,0.56,Technology,Jumbo Box,Okidata ML320 Series Turbo Dot Matrix Printers,Office Machines,906.8,South,3040,5,6991.65,1/18/2012,Delivery Truck,12.06,Tennessee,Tennessee,399.98,37087
KY,False,-55%,Florence,6.5,Cindy Schnelling,Corporate,0.09,1,1/12/2012,1/12/2012,20549,Not Specified,40,0.67,Office Supplies,Small Box,Fellowes Super Stor/Drawer®,Storage & Organization,-568.71,South,2855,4,1030.09,1/13/2012,Regular Air,19.99,Kentucky,Kentucky,27.75,41042
CO,True,+15%,Englewood,3.5,Greg Matthias,Home Office,0.05,1,1/12/2012,1/12/2012,7461,Low,12,0.55,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,593.79,West,1024,4,4080.3,1/14/2012,Delivery Truck,39,Colorado,Colorado,350.99,80112
MD,True,+5%,Gaithersburg,8.5,Rick Reed,Consumer,0.04,1,1/12/2012,1/12/2012,43362,Critical,33,0.35,Office Supplies,Wrap Bag,Prang Dustless Chalk Sticks,Pens & Art Supplies,2.72,East,6123,4,58.48,1/14/2012,Regular Air,1,Maryland,Maryland,1.68,20877
KY,False,-33%,Fort Thomas,6.5,Liz Price,Consumer,0.1,1,1/12/2012,1/12/2012,27813,Medium,10,0.74,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,-131.03,South,3901,4,401.14,1/14/2012,Regular Air,6.5,Kentucky,Kentucky,40.98,41075
MD,True,+27%,Gaithersburg,8.5,Rick Reed,Consumer,0.03,1,1/12/2012,1/12/2012,43362,Critical,45,0.61,Furniture,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs & Chairmats,4276.73,East,6122,4,15963.09,1/15/2012,Delivery Truck,30,Maryland,Maryland,350.98,20877
MO,True,+28%,Springfield,5.5,Guy Thornton,Corporate,0.01,1,1/12/2012,1/12/2012,37862,Not Specified,27,0.57,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Appliances,452.49,Central,5327,4,1603.27,1/15/2012,Regular Air,3.99,Missouri,Missouri,59.98,65807
CO,True,+43%,Englewood,3.5,Greg Matthias,Home Office,0,1,1/12/2012,1/12/2012,7461,Low,28,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,111.4,West,1025,4,260.79,1/16/2012,Regular Air,1.39,Colorado,Colorado,8.74,80112
CO,False,-19%,Englewood,3.5,Greg Matthias,Home Office,0.02,1,1/12/2012,1/12/2012,7461,Low,44,0.83,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,-16.72,West,1026,4,90.35,1/16/2012,Regular Air,0.7,Colorado,Colorado,1.98,80112
MD,False,-170%,College Park,8.5,Michelle Huthwaite,Home Office,0.06,1,1/13/2012,1/13/2012,51623,Critical,17,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-66.58,East,7241,4,39.23,1/13/2012,Regular Air,5.33,Maryland,Maryland,2.08,20740
CA,True,+40%,Manteca,2,Brian Stugart,Corporate,0.02,1,1/13/2012,1/13/2012,13602,Low,13,0.37,Office Supplies,Small Box,Xerox 1910,Paper,267.67,West,1895,5,660.99,1/13/2012,Regular Air,5.09,California,California,48.04,95336
FL,False,-37%,Pembroke Pines,8.5,Mike Gockenbach,Consumer,0.07,1,1/13/2012,1/13/2012,25541,Low,50,0.36,Office Supplies,Small Box,Xerox 1903,Paper,-111.34,South,3582,8,297.76,1/15/2012,Regular Air,5.79,Florida,Florida,5.98,33024
CA,False,-85%,Manteca,2,Brian Stugart,Corporate,0.03,1,1/13/2012,1/13/2012,13602,Low,3,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,-377.9019,West,1894,5,445.34,1/18/2012,Delivery Truck,17.85,California,California,145.45,95336
ID,False,-9%,Post Falls,2,Tamara Manning,Corporate,0.06,1,1/14/2012,1/14/2012,43911,Medium,29,0.6,Furniture,Large Box,Telescoping Adjustable Floor Lamp,Office Furnishings,-53.89,West,6200,3,577.89,1/14/2012,Regular Air,11.17,Idaho,Idaho,19.99,83854
TN,False,-14%,Germantown,7,Toby Swindell,Small Business,0.1,1,1/14/2012,1/14/2012,30567,Not Specified,14,0.58,Office Supplies,Jumbo Drum,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Appliances,-368.02,South,4291,5,2690.84,1/14/2012,Delivery Truck,68.02,Tennessee,Tennessee,208.16,38138
PA,True,+20%,Allentown,9,Clytie Kelty,Small Business,0.02,1,1/14/2012,1/14/2012,34691,Critical,23,0.56,Technology,Jumbo Drum,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,1425.11,East,4876,3,7202.94,1/14/2012,Delivery Truck,26.53,Pennsylvania,Pennsylvania,306.14,18103
TN,True,+14%,Hendersonville,7,Toby Swindell,Small Business,0.07,1,1/14/2012,1/14/2012,30567,Not Specified,8,0.4,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,103.13,South,4292,5,733.55,1/15/2012,Regular Air,19.99,Tennessee,Tennessee,90.48,37075
TN,True,+12%,Hendersonville,7,Toby Swindell,Small Business,0.02,1,1/14/2012,1/14/2012,30567,Not Specified,14,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,7.32,South,4294,5,62.6,1/15/2012,Regular Air,0.94,Tennessee,Tennessee,4.28,37075
ID,True,+27%,Post Falls,2,Tamara Manning,Corporate,0,1,1/14/2012,1/14/2012,43911,Medium,36,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,2685.19,West,6201,3,9920.85,1/15/2012,Delivery Truck,17.86,Idaho,Idaho,264.98,83854
ID,True,+17%,Rexburg,2,Tamara Manning,Corporate,0.06,1,1/14/2012,1/14/2012,43911,Medium,23,0.57,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,1278.45,West,6202,3,7484.31,1/16/2012,Delivery Truck,58.95,Idaho,Idaho,320.98,83440
TN,True,+59%,Hendersonville,7,Toby Swindell,Small Business,0.01,1,1/14/2012,1/14/2012,30567,Not Specified,3,0.45,Furniture,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,23,South,4293,5,38.71,1/16/2012,Express Air,7.29,Tennessee,Tennessee,9.48,37075
PA,False,-3%,Allentown,9,Clytie Kelty,Small Business,0.1,1,1/14/2012,1/14/2012,34691,Critical,13,0.37,Office Supplies,Small Box,Xerox 1939,Paper,-7.39,East,4877,3,245.82,1/16/2012,Express Air,9.54,Pennsylvania,Pennsylvania,18.97,18103
PA,False,-78%,Allentown,9,Clytie Kelty,Small Business,0.08,1,1/14/2012,1/14/2012,34691,Critical,27,0.58,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-168.75,East,4875,3,217.68,1/16/2012,Regular Air,9.23,Pennsylvania,Pennsylvania,7.77,18103
CA,False,-9%,Salinas,2,Jennifer Patt,Home Office,0.08,1,1/14/2012,1/14/2012,8325,Critical,21,0.4,Technology,Jumbo Drum,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Office Machines,-220.0491,West,1144,5,2364.29,1/16/2012,Delivery Truck,56.14,California,California,115.99,93905
CA,True,+12%,Salinas,2,Jennifer Patt,Home Office,0.08,1,1/14/2012,1/14/2012,8325,Critical,27,0.56,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,13.92,West,1145,5,112.57,1/17/2012,Regular Air,0.94,California,California,4.28,93905
MI,False,-6%,Battle Creek,7.5,Giulietta Weimer,Corporate,0,1,1/15/2012,1/15/2012,37729,Not Specified,48,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-26.7835,Central,5297,2,447.89,1/15/2012,Regular Air,6.19,Michigan,Michigan,8.6,49017
MS,False,-40%,Hattiesburg,6.5,Jennifer Jackson,Home Office,0.08,1,1/15/2012,1/15/2012,12676,High,25,0.49,Furniture,Small Box,"6"" Cubicle Wall Clock, Black",Office Furnishings,-80.86,South,1769,6,201.06,1/16/2012,Express Air,7.96,Mississippi,Mississippi,8.09,39401
TN,False,-7%,Knoxville,7,Amy Hunt,Consumer,0.09,1,1/15/2012,1/15/2012,22243,Critical,9,0.56,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,-1.82,South,3103,5,24.76,1/16/2012,Regular Air,0.7,Tennessee,Tennessee,2.88,37918
PA,True,+6%,West Mifflin,9,Amy Cox,Small Business,0.06,1,1/15/2012,1/15/2012,48773,Medium,7,0.38,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,3.27,East,6849,3,51.27,1/17/2012,Regular Air,2.17,Pennsylvania,Pennsylvania,7.04,15122
IL,False,-28%,Lombard,6,Skye Norling,Home Office,0.01,1,1/15/2012,1/15/2012,6884,Low,41,0.36,Office Supplies,Small Box,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Paper,-61.21,Central,950,3,217,1/20/2012,Regular Air,4.75,Illinois,Illinois,4.98,60148
IL,True,+40%,Lombard,6,Skye Norling,Home Office,0.04,1,1/15/2012,1/15/2012,6884,Low,47,0.39,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,119.09,Central,951,3,296.13,1/20/2012,Regular Air,1.02,Illinois,Illinois,6.35,60148
OH,False,-28%,Boardman,8,Xylona Price,Corporate,0.04,1,1/16/2012,1/16/2012,30915,Low,20,0.57,Office Supplies,Wrap Bag,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Pens & Art Supplies,-17.75,East,4341,3,62.78,1/16/2012,Express Air,2.03,Ohio,Ohio,2.98,44512
IL,False,-113%,Naperville,6,Sylvia Foulston,Corporate,0.1,1,1/16/2012,1/16/2012,31781,Medium,46,0.39,Office Supplies,Small Box,Fellowes Black Plastic Comb Bindings,Binders and Binder Accessories,-282.6125,Central,4459,3,249.02,1/17/2012,Regular Air,8.49,Illinois,Illinois,5.81,60540
IL,True,+7%,Naperville,6,Sylvia Foulston,Corporate,0.03,1,1/16/2012,1/16/2012,31781,Medium,41,0.52,Office Supplies,Wrap Bag,Assorted Color Push Pins,Rubber Bands,5.53,Central,4460,3,78.49,1/17/2012,Regular Air,0.75,Illinois,Illinois,1.81,60540
AR,True,+3%,Hot Springs,6,Joe Elijah,Home Office,0,1,1/16/2012,1/16/2012,49541,Medium,35,0.57,Office Supplies,Small Box,"Fellowes Personal Hanging Folder Files, Navy",Storage & Organization,16.46,South,6941,5,503.75,1/17/2012,Regular Air,5.5,Arkansas,Arkansas,13.43,71901
NY,False,-116%,Woodmere,9.5,Jason Klamczynski,Small Business,0.05,1,1/16/2012,1/16/2012,39173,Critical,2,0.76,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,-433.290143,East,5534,2,373.27,1/18/2012,Delivery Truck,29.21,New York,New York,179.29,11598
MD,False,-13%,Laurel,8.5,Sanjit Jacobs,Consumer,0.02,1,1/16/2012,1/16/2012,2370,Critical,6,0.69,Furniture,Medium Box,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Office Furnishings,-85.76,East,345,4,679.6,1/18/2012,Regular Air,13.99,Maryland,Maryland,110.98,20707
MD,True,+23%,Laurel,8.5,Sanjit Jacobs,Consumer,0.01,1,1/16/2012,1/16/2012,2370,Critical,30,0.4,Office Supplies,Wrap Bag,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Paper,59.18,East,346,4,257.42,1/18/2012,Regular Air,2.87,Maryland,Maryland,8.01,20707
NY,True,+4%,Woodmere,9.5,Jason Klamczynski,Small Business,0.09,1,1/16/2012,1/16/2012,39173,Critical,36,0.52,Office Supplies,Wrap Bag,Stockwell Push Pins,Rubber Bands,3.23,East,5533,2,76.48,1/18/2012,Regular Air,0.78,New York,New York,2.18,11598
TN,True,+21%,Murfreesboro,7,Christina Anderson,Corporate,0.04,1,1/16/2012,1/16/2012,22147,Low,37,0.44,Furniture,Small Pack,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Office Furnishings,175.07,South,3086,5,832.14,1/20/2012,Regular Air,8.99,Tennessee,Tennessee,22.72,37130
OH,True,+20%,Boardman,8,Xylona Price,Corporate,0.01,1,1/16/2012,1/16/2012,30915,Low,25,0.59,Technology,Small Box,M70,Telephones and Communication,561.132,East,4342,3,2836.0505,1/21/2012,Regular Air,8.99,Ohio,Ohio,125.99,44512
FL,True,+13%,Palm Beach Gardens,8.5,Katherine Ducich,Corporate,0.06,1,1/17/2012,1/17/2012,10272,Medium,26,0.39,Office Supplies,Small Box,Xerox 1991,Paper,76.43,South,1416,8,566.39,1/17/2012,Regular Air,8.18,Florida,Florida,22.84,33403
IL,False,-17%,Wilmette,6,Carlos Soltero,Small Business,0.08,1,1/17/2012,1/17/2012,12771,Critical,40,0.39,Office Supplies,Small Box,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Labels,-193.44,Central,1781,3,1143.49,1/17/2012,Regular Air,19.99,Illinois,Illinois,30.53,60091
SD,True,+14%,Sioux Falls,4,Paul Prost,Corporate,0.1,1,1/17/2012,1/17/2012,46884,Medium,25,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,39.52,Central,6587,3,280.43,1/18/2012,Regular Air,2.36,South Dakota,South Dakota,11.55,57103
TN,True,+18%,Clarksville,7,Randy Ferguson,Home Office,0.05,1,1/17/2012,1/17/2012,32868,Not Specified,39,0.55,Office Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",Pens & Art Supplies,200.53,South,4612,5,1101.28,1/18/2012,Regular Air,6.17,Tennessee,Tennessee,28.15,37042
RI,True,+7%,Cranston,11.5,Benjamin Venier,Small Business,0.05,1,1/17/2012,1/17/2012,1921,Medium,24,0.57,Office Supplies,Jumbo Drum,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Appliances,541.47,East,278,2,7871.91,1/19/2012,Delivery Truck,91.05,Rhode Island,Rhode Island,328.14,02910
MS,False,+0%,Meridian,6.5,Joel Eaton,Home Office,0.05,1,1/17/2012,1/17/2012,43620,Medium,11,0.36,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,-0.130000000,South,6159,6,49.76,1/19/2012,Express Air,2.26,Mississippi,Mississippi,4.2,39301
TN,True,+31%,Bartlett,7,Paul Prost,Corporate,0.1,1,1/17/2012,1/17/2012,46884,Medium,18,0.36,Office Supplies,Small Box,Security-Tint Envelopes,Envelopes,40.3,South,6585,5,130.11,1/19/2012,Regular Air,1.39,Tennessee,Tennessee,7.64,38134
FL,False,-17%,Palm Beach Gardens,8.5,Katherine Ducich,Corporate,0.03,1,1/17/2012,1/17/2012,10272,Medium,3,0.4,Office Supplies,Small Box,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Envelopes,-50.43,South,1415,8,299.08,1/19/2012,Regular Air,19.99,Florida,Florida,90.48,33403
IL,False,-55%,Woodridge,6,Carlos Soltero,Small Business,0.01,1,1/17/2012,1/17/2012,12771,Critical,46,0.59,Office Supplies,Wrap Bag,Newell 323,Pens & Art Supplies,-43.1,Central,1782,3,78.08,1/19/2012,Regular Air,1.57,Illinois,Illinois,1.68,60517
TN,False,-151%,Bartlett,7,Paul Prost,Corporate,0,1,1/17/2012,1/17/2012,46884,Medium,3,0.59,Technology,Small Box,6162,Telephones and Communication,-509.938,South,6586,5,337.3395,1/19/2012,Regular Air,2.5,Tennessee,Tennessee,125.99,38134
AL,True,+32%,Northport,7.5,John Lee,Corporate,0.06,1,1/17/2012,1/17/2012,18945,Medium,33,0.42,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,168.54,South,2619,6,528.54,1/19/2012,Regular Air,1.99,Alabama,Alabama,16.48,35473
MS,False,-46%,Meridian,6.5,Joel Eaton,Home Office,0.05,1,1/17/2012,1/17/2012,43620,Medium,13,0.43,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,-89.35,South,6158,6,196.22,1/20/2012,Regular Air,13.32,Mississippi,Mississippi,14.81,39301
FL,True,+46%,Miami,8.5,Natalie Webber,Corporate,0.05,1,1/18/2012,1/18/2012,22118,High,50,0.38,Office Supplies,Small Box,Avery Arch Ring Binders,Binders and Binder Accessories,1315.749,South,3084,8,2842.54,1/18/2012,Regular Air,1.49,Florida,Florida,58.1,33142
MS,True,+42%,Tupelo,6.5,Kristen Hastings,Corporate,0.06,1,1/18/2012,1/18/2012,58784,Medium,29,0.38,Office Supplies,Small Box,Xerox 1891,Paper,573.8,South,8221,6,1379.1,1/18/2012,Regular Air,5.81,Mississippi,Mississippi,48.91,38801
MS,True,+1%,Tupelo,6.5,Kristen Hastings,Corporate,0.02,1,1/18/2012,1/18/2012,58784,Medium,12,0.35,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,1.46,South,8220,6,141.9,1/19/2012,Regular Air,5.72,Mississippi,Mississippi,11.58,38801
MS,False,-75%,Tupelo,6.5,Kristen Hastings,Corporate,0.02,1,1/18/2012,1/18/2012,58784,Medium,17,0.59,Office Supplies,Small Box,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage & Organization,-210.09,South,8222,6,278.76,1/19/2012,Regular Air,17.78,Mississippi,Mississippi,15.51,38801
PA,True,+27%,Willow Grove,9,Kristen Hastings,Corporate,0.05,1,1/18/2012,1/18/2012,58784,Medium,25,0.55,Furniture,Jumbo Drum,Global Leather Executive Chair,Chairs & Chairmats,2372.08,East,8223,3,8875.17,1/20/2012,Delivery Truck,39,Pennsylvania,Pennsylvania,350.99,19090
PA,False,-20%,Willow Grove,9,Kristen Hastings,Corporate,0.04,1,1/18/2012,1/18/2012,58784,Medium,20,0.49,Technology,Small Box,"AT&T Black Trimline Phone, Model 210",Office Machines,-67.3815,East,8224,3,331.21,1/20/2012,Express Air,9.4,Pennsylvania,Pennsylvania,15.99,19090
IN,True,+42%,Granger,7,Erica Bern,Corporate,0.1,1,1/18/2012,1/18/2012,48199,Not Specified,47,0.4,Office Supplies,Small Box,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,279.74,Central,6772,3,672.46,1/21/2012,Regular Air,1.39,Indiana,Indiana,15.74,46530
NM,True,+7%,Santa Fe,3.5,Arthur Gainer,Consumer,0.09,1,1/19/2012,1/19/2012,66,Low,41,0.56,Office Supplies,Wrap Bag,Newell 340,Pens & Art Supplies,7.57,West,11,6,108.15,1/19/2012,Regular Air,0.7,New Mexico,New Mexico,2.88,87505
VT,False,-5%,South Burlington,10,Chris Cortes,Consumer,0,1,1/19/2012,1/19/2012,20711,Critical,18,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-101.6595,East,2875,1,2215.96,1/20/2012,Delivery Truck,56.14,Vermont,Vermont,119.99,05403
MA,False,-20%,Oxford,10.5,Chris Cortes,Consumer,0.1,1,1/19/2012,1/19/2012,20711,Critical,5,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,-19.52,East,2874,2,98.66,1/21/2012,Regular Air,9.03,Massachusetts,Massachusetts,18.97,01540
OH,True,+30%,Hamilton,8,Stuart Calhoun,Consumer,0.09,1,1/19/2012,1/19/2012,16999,Critical,18,0.55,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Appliances,1081.62,East,2357,3,3568.45,1/21/2012,Regular Air,0.99,Ohio,Ohio,207.48,45011
FL,True,+32%,Sanford,8.5,Tanja Norvell,Corporate,0.02,1,1/20/2012,1/20/2012,38340,Critical,36,0.57,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,684.9,South,5392,8,2167.05,1/21/2012,Regular Air,3.5,Florida,Florida,60.22,32771
TX,False,-6%,Allen,4,Cynthia Arntzen,Small Business,0.02,1,1/20/2012,1/20/2012,44197,High,27,0.65,Furniture,Jumbo Box,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Bookcases,-229.79,Central,6237,7,3970.33,1/23/2012,Delivery Truck,53.48,Texas,Texas,140.98,75002
UT,True,+10%,Holladay,4,Larry Tron,Home Office,0.04,1,1/21/2012,1/21/2012,32800,Not Specified,33,0.64,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,1161.75,West,4600,5,11336.37,1/22/2012,Delivery Truck,58.92,Utah,Utah,355.98,84117
WA,True,+20%,Des Moines,1.5,Roy Phan,Corporate,0.03,1,1/21/2012,1/21/2012,35936,Medium,40,0.61,Furniture,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Office Furnishings,813.33,West,5043,2,4152.55,1/22/2012,Regular Air,24.49,Washington,Washington,105.34,98198
PA,True,+19%,Pittsburgh,9,Rob Haberlin,Corporate,0.04,1,1/21/2012,1/21/2012,38021,Medium,16,0.59,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,834.96,East,5349,3,4407.03,1/22/2012,Delivery Truck,23.19,Pennsylvania,Pennsylvania,279.81,15122
PA,True,+47%,Pittsburgh,9,Rob Haberlin,Corporate,0.02,1,1/21/2012,1/21/2012,38021,Medium,36,0.36,Office Supplies,Small Box,Avery 508,Labels,81.77,East,5350,3,173.22,1/22/2012,Regular Air,0.5,Pennsylvania,Pennsylvania,4.91,15122
WA,False,-3%,Des Moines,1.5,Roy Phan,Corporate,0.08,1,1/21/2012,1/21/2012,35936,Medium,41,0.35,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,-10.3845,West,5042,2,312.26,1/22/2012,Regular Air,4.71,Washington,Washington,7.84,98198
UT,True,+2%,Holladay,4,Larry Tron,Home Office,0.09,1,1/21/2012,1/21/2012,32800,Not Specified,19,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,8.79,West,4601,5,354.13,1/22/2012,Regular Air,8.68,Utah,Utah,19.98,84117
OH,True,+26%,Wooster,8,Harold Ryan,Home Office,0.04,1,1/21/2012,1/21/2012,49505,Critical,34,0.43,Technology,Small Pack,"Memorex Slim 80 Minute CD-R, 10/Pack",Computer Peripherals,85.83,East,6937,3,335.59,1/22/2012,Express Air,1.99,Ohio,Ohio,9.78,44691
OH,False,-140%,Cleveland Heights,8,Arthur Prichep,Small Business,0.05,1,1/21/2012,1/21/2012,31138,High,37,0.65,Furniture,Jumbo Box,Hon iLevel™ Computer Training Table,Tables,-1756.4404,East,4370,3,1251.18,1/23/2012,Delivery Truck,45.51,Ohio,Ohio,31.76,44106
IA,True,+48%,Sioux City,5,Rob Haberlin,Corporate,0.02,1,1/21/2012,1/21/2012,38021,Medium,46,0.37,Office Supplies,Small Box,"Premier Elliptical Ring Binder, Black",Binders and Binder Accessories,709.325,Central,5351,3,1482.01,1/23/2012,Regular Air,1.49,Iowa,Iowa,30.44,51106
OH,False,-9%,Wooster,8,Harold Ryan,Home Office,0.04,1,1/21/2012,1/21/2012,49505,Critical,12,0.35,Office Supplies,Small Box,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Binders and Binder Accessories,-8.4985,East,6936,3,97.74,1/23/2012,Regular Air,4.71,Ohio,Ohio,7.84,44691
UT,True,+9%,Holladay,4,Larry Tron,Home Office,0.07,1,1/21/2012,1/21/2012,32800,Not Specified,40,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,69.08,West,4602,5,751.94,1/23/2012,Regular Air,8.68,Utah,Utah,19.98,84117
NY,False,-100%,Smithtown,9.5,Aaron Smayling,Small Business,0.07,1,1/21/2012,1/21/2012,37638,Low,33,0.39,Office Supplies,Small Box,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Labels,-140.54,East,5287,2,139.98,1/23/2012,Regular Air,6.89,New York,New York,4.13,11787
FL,True,+27%,Jupiter,8.5,Thea Hudgings,Consumer,0.05,1,1/21/2012,1/21/2012,52608,Low,36,0.52,Office Supplies,Wrap Bag,4009® Highlighters by Sanford,Pens & Art Supplies,40.04,South,7378,8,147.71,1/25/2012,Regular Air,0.7,Florida,Florida,3.98,33458
